DisNo.,Disaster Type,ISO,Country,Start Date,End Date,Total Deaths,No. Affected,Admin1,Admin1 Code
2017-0205-KEN,Flood,KEN,Kenya,2017-05-08,2017-05-16,26,25000,,
2017-0205-KEN,Flood,KEN,Kenya,2017-05-08,2017-05-16,26,25000,,
2017-0205-KEN,Flood,KEN,Kenya,2017-05-08,2017-05-16,26,25000,,
2017-0205-KEN,Flood,KEN,Kenya,2017-05-08,2017-05-16,26,25000,,
2017-0205-KEN,Flood,KEN,Kenya,2017-05-08,2017-05-16,26,25000,,
2017-0205-KEN,Flood,KEN,Kenya,2017-05-08,2017-05-16,26,25000,,
2018-0116-KEN,Flood,KEN,Kenya,2018-03-14,2018-03-20,15,,Nairobi,KEN_Nairobi
2019-0203-TZA,Flood,TZA,United Republic of Tanzania,2019-05-13,2019-05-17,5,5000,,
2019-0486-SSD,Flood,SSD,South Sudan,2019-10-01,2019-10-18,,700000,,
2019-0496-TZA,Flood,TZA,United Republic of Tanzania,2019-10-02,2019-10-16,18,,Morogoro,TZA_Morogoro
2019-0643-RWA,Flood,RWA,Rwanda,2019-11-01,2019-12-01,16,5360,,
2019-0654-RWA,Flood,RWA,Rwanda,2019-12-25,2019-12-25,12,,Kigali City/Umujyi wa Kigali,RWA_City of Kigali
2020-0156-RWA,Flood,RWA,Rwanda,2020-05-01,2020-05-04,8,500,North/Amajyaruguru,RWA_Northern Province
2020-0159-ETH,Flood,ETH,Ethiopia,2020-04-20,2020-05-08,12,219000,Dire Dawa,ETH_Dire Dawa
2020-0159-ETH,Flood,ETH,Ethiopia,2020-04-20,2020-05-08,12,219000,SNNPR,ETH_SNNPR
2020-0164-UGA,Flood,UGA,Uganda,2020-04-17,2020-05-05,5,200,Kampala,UGA_Central Region
2020-0182-UGA,Flood,UGA,Uganda,2020-05-08,2020-05-08,3,100000,Kween,UGA_Eastern Region
2020-0182-UGA,Flood,UGA,Uganda,2020-05-08,2020-05-08,3,100000,Kabale,UGA_Western Region
2020-0305-SDN,Flood,SDN,Sudan,2020-06-01,2020-09-09,155,875000,Blue Nile,SDN_Blue Nile
